"Player","FullName","Appearances","Minutes","Goals","Assists","YellowCard","RedCard","ShotsPerGame","PassSuccessPercentage","ManOfTheMatch","Rating","Team","Group","Squad Number","Position","Captain","Date Of Birth","Age","Caps","GoalsBeforeTournament","Club","Photo","Flag","Club Logo","Value"
"L. Goretzka","Leon Goretzka","1","63","0","0","0","0","2","86.4","0","6.62","Germany","F","14","MF","-","2/6/1995","23","15","6","FC Bayern München","https://cdn.sofifa.org/players/10/19/209658.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/21.png","€34M"
"M. Torabi","Mehdi Torabi","0","0","0","0","0","0","0","0","0","0","Iran","B","2","MF","-","9/10/1994","23","16","4","N/A","N/A","N/A","N/A","N/A"
"A. Hegazi","Ahmed Hegazi","3","270","0","0","1","0","0","76.2","0","6.91","Egypt","A","6","DF","-","1/25/1991","27","44","1","West Bromwich Albion","https://cdn.sofifa.org/players/10/19/210648.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/teams/10/light/109.png","€7.5M"
"J. Henderson","Jordan Henderson","5","482","0","0","1","0","0","79.3","0","6.71","England","G","8","MF","-","6/17/1990","27","38","0","Liverpool","https://cdn.sofifa.org/players/10/19/183711.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/9.png","€18M"
"K. Boutaïb","Khalid Boutaïb","2","141","1","0","0","0","0","75","0","6.92","Morocco","B","13","FW","-","4/24/1987","31","17","7","Yeni Malatyaspor","https://cdn.sofifa.org/players/10/19/210439.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/113259.png","€5M"
"M. Boussoufa","Mbark Boussoufa","0","0","0","0","0","0","0","0","0","0","Morocco","B","14","MF","-","8/15/1984","33","58","7","N/A","N/A","N/A","N/A","N/A"
"R. Lewandowski","Robert Lewandowski","3","270","0","0","0","0","3","81.9","0","6.44","Poland","H","9","FW","captain","8/21/1988","29","93","52","FC Bayern München","https://cdn.sofifa.org/players/10/19/188545.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/21.png","€77M"
"Odriozola","Álvaro Odriozola","0","0","0","0","0","0","0","0","0","0","Spain","B","12","DF","-","12/14/1995","22","3","1","Real Madrid","https://cdn.sofifa.org/players/10/19/234035.png","https://cdn.sofifa.org/flags/45.png","https://cdn.sofifa.org/teams/10/light/243.png","€18.5M"
"A. Said","Abdallah Said","0","0","0","0","0","0","0","0","0","0","Egypt","A","19","MF","-","7/13/1985","32","35","6","N/A","N/A","N/A","N/A","N/A"
"G. Haraguchi","Genki Haraguchi","3","246","1","0","0","0","1","82.7","0","6.93","Japan","H","8","MF","-","5/9/1991","27","31","6","Hannover 96","https://cdn.sofifa.org/players/10/19/217648.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/485.png","€7M"
"I. Kutepov","Ilya Kutepov","5","510","0","1","1","0","0","71.2","0","7.04","Russia","A","3","DF","-","7/29/1993","24","6","0","Spartak Moscow","https://cdn.sofifa.org/players/10/19/210468.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/teams/10/light/100767.png","€6.5M"
"K. De Bruyne","Kevin De Bruyne","6","540","1","2","1","0","0","79.6","0","7.65","Belgium","G","7","MF","-","6/28/1991","26","57","13","Manchester City","https://cdn.sofifa.org/players/10/19/192985.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/10.png","€102M"
"T. Juric","Tomi Juric","3","95","0","0","0","0","0","57.1","0","5.96","Australia","C","9","FW","-","7/22/1991","26","34","8","N/A","N/A","N/A","N/A","N/A"
"D. Petratos","Dimitri Petratos","0","0","0","0","0","0","0","0","0","0","Australia","C","21","FW","-","11/10/1992","25","2","0","Newcastle Jets","https://cdn.sofifa.org/players/10/19/202208.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/111398.png","€3M"
"G. Lo Celso","Giovani Lo Celso","0","0","0","0","0","0","0","0","0","0","Argentina","D","20","MF","-","4/9/1996","22","5","0","Real Betis","https://cdn.sofifa.org/players/10/19/226226.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/449.png","€20M"
"G. Krychowiak","Grzegorz Krychowiak","3","270","1","0","1","0","0","82.2","0","7.14","Poland","H","10","MF","-","1/29/1990","28","49","2","Lokomotiv Moscow","https://cdn.sofifa.org/players/10/19/197242.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/100765.png","€9.5M"
"M. Kanno","Mohamed Kanno","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","12","MF","-","9/22/1994","23","6","1","Al Hilal","https://cdn.sofifa.org/players/10/19/220075.png","https://cdn.sofifa.org/flags/183.png","https://cdn.sofifa.org/teams/10/light/605.png","€1.2M"
"Quaresma","Quaresma","3","116","1","0","1","0","0","86","0","6.82","Portugal","B","20","FW","-","9/26/1983","34","76","9","Beşiktaş JK","https://cdn.sofifa.org/players/10/19/20775.png","https://cdn.sofifa.org/flags/38.png","https://cdn.sofifa.org/teams/10/light/327.png","€15.5M"
"S. Larsson","Sebastian Larsson","4","318","0","0","3","0","0","78.6","0","6.44","Sweden","F","7","MF","-","6/6/1985","32","99","6","Feyenoord","https://cdn.sofifa.org/players/10/19/209782.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/246.png","€8M"
"Y. Mvogo","Yvon Mvogo","0","0","0","0","0","0","0","0","0","0","Switzerland","E","12","GK","-","6/6/1994","23","0","0","RB Leipzig","https://cdn.sofifa.org/players/10/19/206003.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/112172.png","€6.5M"
"A. Rüdiger","Antonio Rüdiger","1","90","0","0","0","0","0","95.5","0","6.67","Germany","F","16","DF","-","3/3/1993","25","24","1","Chelsea","https://cdn.sofifa.org/players/10/19/205452.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/5.png","€22.5M"
"H. Maguire","Harry Maguire","7","645","1","1","2","0","0","88.8","1","7.22","England","G","6","DF","-","3/5/1993","25","4","0","Leicester City","https://cdn.sofifa.org/players/10/19/203263.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/95.png","€23.5M"
"M. Abdel-Shafy","Mohamed Abdel-Shafy","0","0","0","0","0","0","0","0","0","0","Egypt","A","13","DF","-","7/1/1985","32","50","1","N/A","N/A","N/A","N/A","N/A"
"V. Stojković","Vladimir Stojković","0","0","0","0","0","0","0","0","0","0","Serbia","E","1","GK","-","7/28/1983","34","80","0","N/A","N/A","N/A","N/A","N/A"
"W. Khazri","Wahbi Khazri","3","264","2","2","0","0","0","80","1","7.49","Tunisia","G","10","FW","-","2/8/1991","27","35","12","N/A","N/A","N/A","N/A","N/A"
"D. Vida","Domagoj Vida","6","630","1","1","1","0","0","84.4","0","7.06","Croatia","D","21","DF","-","4/29/1989","29","58","2","Beşiktaş JK","https://cdn.sofifa.org/players/10/19/199206.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/327.png","€11.5M"
"G. Torres","Gabriel Torres","2","73","0","0","0","0","0","76.9","0","6.06","Panama","G","9","FW","-","10/31/1988","29","71","14","CD Huachipato","https://cdn.sofifa.org/players/10/19/174754.png","https://cdn.sofifa.org/flags/87.png","https://cdn.sofifa.org/teams/10/light/111327.png","€1.8M"
"G. dos Santos","Giovani dos Santos","1","13","0","0","0","0","0","83.3","0","5.95","Mexico","F","10","MF","-","5/11/1989","29","104","19","LA Galaxy","https://cdn.sofifa.org/players/10/19/170369.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/697.png","€6.5M"
"L. Dendoncker","Leander Dendoncker","1","90","0","0","1","0","0","91.4","0","6.58","Belgium","G","23","DF","-","4/15/1995","23","4","0","Wolverhampton Wanderers","https://cdn.sofifa.org/players/10/19/212501.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/110.png","€12M"
"C. Ansaldi","Cristian Ansaldi","0","0","0","0","0","0","0","0","0","0","Argentina","D","4","DF","-","9/20/1986","31","5","0","Torino","https://cdn.sofifa.org/players/10/19/173306.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/54.png","€7M"
"F. Fabra","Frank Fabra","0","0","0","0","0","0","0","0","0","0","Colombia","H","18","DF","-","2/22/1991","27","19","1","Boca Juniors","https://cdn.sofifa.org/players/10/19/214040.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/1877.png","€8M"
"J. Cuadrado","Juan Cuadrado","4","331","1","1","1","0","0","85.7","1","7.29","Colombia","H","11","MF","-","5/26/1988","30","70","7","Juventus","https://cdn.sofifa.org/players/10/19/193082.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/45.png","€29.5M"
"T. Rogic","Tom Rogic","0","0","0","0","0","0","0","0","0","0","Australia","C","23","MF","-","12/16/1992","25","36","7","N/A","N/A","N/A","N/A","N/A"
"C. N'Doye","Cheikh N'Doye","0","0","0","0","0","0","0","0","0","0","Senegal","H","11","MF","-","3/29/1986","32","24","3","Angers SCO","https://cdn.sofifa.org/players/10/19/219470.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/1530.png","€800K"
"A. Guðmundsson","Albert Guðmundsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","4","MF","-","6/15/1997","20","5","3","AZ Alkmaar","https://cdn.sofifa.org/players/10/19/238004.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/1906.png","€1.9M"
"C. Gamboa","Cristian Gamboa","3","255","0","0","1","0","1","75","0","7.09","Costa Rica","E","16","DF","-","10/24/1989","28","66","3","Celtic","https://cdn.sofifa.org/players/10/19/198553.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/78.png","€825K"
"H. Mendyl","Hamza Mendyl","0","0","0","0","0","0","0","0","0","0","Morocco","B","3","DF","-","10/21/1997","20","13","0","FC Schalke 04","https://cdn.sofifa.org/players/10/19/238346.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/34.png","€3M"
"R. Márquez","Rafael Márquez","3","84","0","0","0","0","0","84.1","0","6.34","Mexico","F","4","DF","-","2/13/1979","39","144","18","N/A","N/A","N/A","N/A","N/A"
"I. Strinić","Ivan Strinić","0","0","0","0","0","0","0","0","0","0","Croatia","D","3","DF","-","7/17/1987","30","42","0","Milan","https://cdn.sofifa.org/players/10/19/201139.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/47.png","€4.1M"
"L. Biglia","Lucas Biglia","1","54","0","0","0","0","2","90.6","0","6.23","Argentina","D","5","MF","-","1/30/1986","32","57","1","Milan","https://cdn.sofifa.org/players/10/19/158963.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/47.png","€12.5M"
"T. Alderweireld","Toby Alderweireld","6","540","0","1","2","0","0","90.4","0","6.93","Belgium","G","2","DF","-","3/2/1989","29","72","3","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/184087.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/18.png","€39M"
"A. Al-Khaibari","Abdullah Al-Khaibari","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","15","MF","-","8/16/1996","21","4","0","N/A","N/A","N/A","N/A","N/A"
"A. Gabr","Ali Gabr","3","270","0","0","1","0","0","76.9","0","6.13","Egypt","A","2","DF","-","1/1/1989","29","20","1","N/A","https://cdn.sofifa.org/players/10/19/226077.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/flags/111.png","€0"
"G. Chaalali","Ghailene Chaalali","0","0","0","0","0","0","0","0","0","0","Tunisia","G","20","FW","-","2/28/1994","24","6","1","N/A","N/A","N/A","N/A","N/A"
"K. Mbodji","Kara Mbodji","0","0","0","0","0","0","0","0","0","0","Senegal","H","4","DF","-","11/22/1989","28","51","5","FC Nantes","https://cdn.sofifa.org/players/10/19/198584.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/71.png","€7M"
"M. Hosseini","Majid Hosseini","0","0","0","0","0","0","0","0","0","0","Iran","B","19","DF","-","6/20/1996","21","1","0","Trabzonspor","https://cdn.sofifa.org/players/10/19/243549.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/436.png","€290K"
"M. Lang","Michael Lang","3","102","0","0","0","1","0","86.8","0","5.87","Switzerland","E","6","DF","-","2/8/1991","27","24","2","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/184501.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/23.png","€8M"
"O. Murillo","Óscar Murillo","1","90","0","0","0","0","1","78.6","0","6.87","Colombia","H","3","DF","-","4/18/1988","30","13","0","Pachuca","https://cdn.sofifa.org/players/10/19/198581.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/110147.png","€4.9M"
"S. Ghoddos","Saman Ghoddos","3","29","0","0","0","0","0","100","0","6.07","Iran","B","14","FW","-","9/6/1993","24","7","1","Amiens SC","https://cdn.sofifa.org/players/10/19/231949.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/1816.png","€7.5M"
"F. Kudryashov","Fyodor Kudryashov","0","0","0","0","0","0","0","0","0","0","Russia","A","13","DF","-","4/5/1987","31","18","0","N/A","https://cdn.sofifa.org/players/10/19/181795.png","https://cdn.sofifa.org/flags/40.png","https://cdn.sofifa.org/flags/40.png","€0"
"M. Jørgensen","Mathias Jørgensen","0","0","0","0","0","0","0","0","0","0","Denmark","C","13","DF","-","4/23/1990","28","12","0","Huddersfield Town","https://cdn.sofifa.org/players/10/19/183491.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/1939.png","€8.5M"
"R. Oshima","Ryota Oshima","0","0","0","0","0","0","0","0","0","0","Japan","H","18","MF","-","1/23/1993","25","4","0","Kawasaki Frontale","https://cdn.sofifa.org/players/10/19/233147.png","https://cdn.sofifa.org/flags/163.png","https://cdn.sofifa.org/teams/10/light/111730.png","€2.4M"
"V. Fischer","Viktor Fischer","1","31","0","0","0","0","1","100","0","5.98","Denmark","C","15","FW","-","6/9/1994","23","18","3","FC København","https://cdn.sofifa.org/players/10/19/203965.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/819.png","€12M"
"G. De Arrascaeta","Giorgian De Arrascaeta","0","0","0","0","0","0","0","0","0","0","Uruguay","A","10","FW","-","6/1/1994","24","13","1","N/A","N/A","N/A","N/A","N/A"
"J. Aquino","Javier Aquino","0","0","0","0","0","0","0","0","0","0","Mexico","F","20","MF","-","2/11/1990","28","53","0","Tigres U.A.N.L.","https://cdn.sofifa.org/players/10/19/192350.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/1970.png","€9M"
"N. Elvedi","Nico Elvedi","0","0","0","0","0","0","0","0","0","0","Switzerland","E","4","DF","-","9/30/1996","21","5","0","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/221491.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/23.png","€11M"
"O. Hiljemark","Oscar Hiljemark","2","29","0","0","0","0","0","66.7","0","6.09","Sweden","F","15","MF","-","6/28/1992","25","21","2","Genoa","https://cdn.sofifa.org/players/10/19/202944.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/110556.png","€4.8M"
"R. Loftus-Cheek","Ruben Loftus-Cheek","4","274","0","1","1","0","0","83.2","0","6.89","England","G","21","MF","-","1/23/1996","22","3","0","Chelsea","https://cdn.sofifa.org/players/10/19/213666.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/5.png","€13M"
"S. Arias","Santiago Arias","4","386","0","0","1","0","0","80.7","0","6.87","Colombia","H","4","DF","-","1/13/1992","26","41","0","Atlético Madrid","https://cdn.sofifa.org/players/10/19/204259.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/240.png","€10.5M"
"B. Pavard","Benjamin Pavard","6","540","1","0","1","0","0","80.1","0","7.08","France","C","2","DF","-","3/28/1996","22","5","0","VfB Stuttgart","https://cdn.sofifa.org/players/10/19/226851.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/36.png","€17.5M"
"C. Awaziem","Chidozie Awaziem","0","0","0","0","0","0","0","0","0","0","Nigeria","D","20","DF","-","1/1/1997","21","4","0","FC Porto","https://cdn.sofifa.org/players/10/19/232693.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/236.png","€7M"
"K. Ansarifard","Karim Ansarifard","3","178","1","0","1","0","0","70","0","6.56","Iran","B","10","FW","-","4/3/1990","28","63","16","Nottingham Forest","https://cdn.sofifa.org/players/10/19/197136.png","https://cdn.sofifa.org/flags/161.png","https://cdn.sofifa.org/teams/10/light/14.png","€7M"
"K. Casteels","Koen Casteels","0","0","0","0","0","0","0","0","0","0","Belgium","G","13","GK","-","6/25/1992","25","0","0","VfL Wolfsburg","https://cdn.sofifa.org/players/10/19/192984.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/175.png","€19.5M"
"M. Pereira","Maxi Pereira","0","0","0","0","0","0","0","0","0","0","Uruguay","A","16","DF","-","6/8/1984","33","124","3","Yeni Malatyaspor","https://cdn.sofifa.org/players/10/19/198017.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/113259.png","€1M"
"M. Pereira","Maxi Pereira","0","0","0","0","0","0","0","0","0","0","Uruguay","A","16","DF","-","6/8/1984","33","124","3","FC Porto","https://cdn.sofifa.org/players/10/19/182862.png","https://cdn.sofifa.org/flags/60.png","https://cdn.sofifa.org/teams/10/light/236.png","€2.5M"
"Falcao","Falcao","4","377","1","0","1","0","2","81.7","0","6.76","Colombia","H","9","FW","captain","2/10/1986","32","73","29","AS Monaco","https://cdn.sofifa.org/players/10/19/167397.png","https://cdn.sofifa.org/flags/56.png","https://cdn.sofifa.org/teams/10/light/69.png","€25M"
"A. Warda","Amr Warda","3","147","0","0","0","0","0","67.3","0","6.5","Egypt","A","22","FW","-","9/17/1993","24","15","0","PAOK","https://cdn.sofifa.org/players/10/19/233600.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/teams/10/light/393.png","€3.9M"
"M. Borja","Miguel Borja","1","1","0","0","0","0","0","0","0","5.98","Colombia","H","19","FW","-","1/26/1993","25","7","2","N/A","N/A","N/A","N/A","N/A"
"N. Sliti","Naïm Sliti","0","0","0","0","0","0","0","0","0","0","Tunisia","G","23","FW","-","7/27/1992","25","16","3","Dijon FCO","https://cdn.sofifa.org/players/10/19/205257.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/110569.png","€9M"
"A. Musa","Ahmed Musa","3","208","2","0","0","0","0","74","1","7.39","Nigeria","D","7","FW","-","10/14/1992","25","71","13","Al Nassr","https://cdn.sofifa.org/players/10/19/201818.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/112139.png","€8.5M"
